"id","shopName","category","ownerName","rating","reviews","phone","email","socials","address","openingHours","website","mapsUrl","siteStatus","opportunity","techStack","searchQuery","status","notes","createdAt"
1788285360724,"Teeto Party","Children's clothing store","Teeto Party","5.0","5","+92 370 9231110","None","{""instagram"":"""",""facebook"":""//www.facebook.com/"",""linkedin"":"""",""twitter"":"""",""whatsapp"":""""}",", A8 - 1st Floor, Hasan, Baradari Apartment, Square, Block 13 D-2 Gulshan e Iqbal, Karachi, 75300, Pakistan","Not Specified","https://www.facebook.com/teetoparty","https://www.google.com/maps/place/Teeto+Party/@24.9278388,66.9514996,12z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Gulshan+e+hadeed!3m6!1s0x3eb33f7a4f466865:0x8cb00caea26712f7!8m2!3d24.9042611!4d67.0690857!15sCiFDbG90aCBIb3VzaW5nIGluIEd1bHNoYW4gZSBoYWRlZWRaIyIhY2xvdGggaG91c2luZyBpbiBndWxzaGFuIGUgaGFkZWVkkgEYY2hpbGRyZW5zX2Nsb3RoaW5nX3N0b3JlmgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4c1YxcHJhelZpV0doclZrVm9iMkpHV21wamEzQTBXbXhyZDJWR1JSQULgAQD6AQQIABAe!16s%2Fg%2F11yqrs_rm3?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Modern/Active","Pitch WhatsApp CRM & AI Chatbot Automation","Custom Web App","Cloth Housing in Gulshan e hadeed","New","","2026-09-01T17:56:00.714Z"
1788285363633,"Kahkashan Market","Clothes market","Not Listed","4.1","109","+92 344 2130331","pakiclothingteam@gmail.com","{""instagram"":""https://www.instagram.com/pakiclothing"",""facebook"":""https://www.facebook.com/pakiclothing"",""linkedin"":"""",""twitter"":"""",""whatsapp"":""https://wa.me/923218929297""}",", V3F6+J59, Block 2 P.E.C.H.S., Karachi, Pakistan","Not Specified","http://pkclothing.pk/","https://www.google.com/maps/place/Kahkashan+Market/@24.8728813,67.0244026,14z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Karachi!3m6!1s0x3eb33e9259bad117:0xfbfb7cc72a54e4f4!8m2!3d24.8740338!4d67.0604704!15sChhDbG90aCBIb3VzaW5nIGluIEthcmFjaGlaGiIYY2xvdGggaG91c2luZyBpbiBrYXJhY2hpkgEOY2xvdGhlc19tYXJrZXSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUjRhbGx4UlUxQkVBReABAPoBBAgAEDA!16s%2Fg%2F11g6rdvrp6?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Insecure (HTTP)","Pitch SSL Security & Mobile Speed Upgrade","Shopify","Cloth Housing in Karachi","New","","2026-09-01T17:56:03.622Z"
1788285366709,"Goodlook fabrics","Clothes and fabric wholesaler","Not Listed","5.0","0","+92 315 2699976","None","{""instagram"":"""",""facebook"":"""",""linkedin"":"""",""twitter"":"""",""whatsapp"":""""}",", Tk brothers rabi centre, Block 3 P.E.C.H.S., Karachi, Pakistan","Not Specified","None","https://www.google.com/maps/place/Goodlook+fabrics/@24.9278388,66.9514996,12z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Gulshan+e+hadeed!3m6!1s0x3eb33f58e943a5fd:0xc0198e0b47880c0a!8m2!3d24.8757641!4d67.0621184!15sCiFDbG90aCBIb3VzaW5nIGluIEd1bHNoYW4gZSBoYWRlZWSSAR1jbG90aGVzX2FuZF9mYWJyaWNfd2hvbGVzYWxlcuABAA!16s%2Fg%2F11p5q494tk?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Missing","High Priority: Pitch Web Development & Brand Presence","None","Cloth Housing in Gulshan e hadeed","New","","2026-09-01T17:56:06.697Z"
1788285368344,"Master Replica Wholesale","Clothing wholesaler","Master Replica","3.0","2","+92 312 2921466","None","{""instagram"":"""",""facebook"":"""",""linkedin"":"""",""twitter"":"""",""whatsapp"":""""}",", Office In Cresent Apartment, Block 13 D 3 Gulshan-e-Iqbal, Karachi, 73500, Pakistan","Not Specified","None","https://www.google.com/maps/place/Master+Replica+Wholesale/@24.9278388,66.9514996,12z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Gulshan+e+hadeed!3m6!1s0x3eb33fc2349f9b27:0x3c1c38b2ca1b9a0f!8m2!3d24.9055981!4d67.0692011!15sCiFDbG90aCBIb3VzaW5nIGluIEd1bHNoYW4gZSBoYWRlZWSSARNjbG90aGluZ193aG9sZXNhbGVy4AEA!16s%2Fg%2F11s6pd2k34?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Missing","High Priority: Pitch Web Development & Brand Presence","None","Cloth Housing in Gulshan e hadeed","New","","2026-09-01T17:56:08.331Z"
1788285372392,"Cherry","Men's clothing store","Not Listed","4.3","533","+92 345 2059360","info@cherryhouse.com.pk","{""instagram"":""https://www.instagram.com/cherryhouseoffashion/?hl=en"",""facebook"":""https://www.facebook.com/Cherrytailorsdrapers"",""linkedin"":"""",""twitter"":""https://twitter.com/Cherrys1980"",""whatsapp"":""https://wa.me/923452059360?text=Hello%20I%20need%20information""}",", 233C, Block 2 P.E.C.H.S., Karachi, 75400, Pakistan","Not Specified","http://www.cherrys.com.pk/","https://www.google.com/maps/place/Cherry/@24.8728813,67.0244026,14z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Karachi!3m6!1s0x3eb33e9265073c51:0xfe485e7ca2c6ca5e!8m2!3d24.8735924!4d67.0590858!15sChhDbG90aCBIb3VzaW5nIGluIEthcmFjaGlaGiIYY2xvdGggaG91c2luZyBpbiBrYXJhY2hpkgETbWVuc19jbG90aGluZ19zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOYWRuTkhaM0JCUlJBQuABAPoBBAgAEDc!16s%2Fg%2F1pp2twp94?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Insecure (HTTP)","Pitch SSL Security & Mobile Speed Upgrade","Shopify","Cloth Housing in Karachi","New","","2026-09-01T17:56:12.378Z"
1788285375724,"Saeed Cloth House","Clothing store","Saeed Cloth House","4.3","74","+92 345 2528290","saeedclothhouse@icloud.com","{""instagram"":"""",""facebook"":"""",""linkedin"":"""",""twitter"":"""",""whatsapp"":""""}",", Saeed Cloth House, Shop #173 Rabi Arcade, Bahadur Yar Jang CHS, Karachi, 74800, Pakistan","","http://www.saeedclothhouse.com/","https://www.google.com/maps/place/Saeed+Cloth+House/@24.9278388,66.9514996,12z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Gulshan+e+hadeed!3m6!1s0x3eb33f4f54dbad8d:0xc787bbb953d3a7c5!8m2!3d24.8813663!4d67.0679949!15sCiFDbG90aCBIb3VzaW5nIGluIEd1bHNoYW4gZSBoYWRlZWRaIyIhY2xvdGggaG91c2luZyBpbiBndWxzaGFuIGUgaGFkZWVkkgEOY2xvdGhpbmdfc3RvcmWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUXRNV1pxVkdabkVBReABAPoBBAgAEEM!16s%2Fg%2F11fmzsr6x0?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Insecure (HTTP)","Pitch SSL Security & Mobile Speed Upgrade","React / Next.js","Cloth Housing in Gulshan e hadeed","New","","2026-09-01T17:56:15.709Z"
1788285377363,"Tailor & fabric","Housing complex","Not Listed","N/A","0","+92 300 2646124","None","{""instagram"":"""",""facebook"":"""",""linkedin"":"""",""twitter"":"""",""whatsapp"":""""}",", W38Q+9HM, Block 13D Block 13 D Gulshan-e-Iqbal, Karachi, Pakistan","Not Specified","None","https://www.google.com/maps/place/Tailor+%26+fabric/@24.9278388,66.9514996,12z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Gulshan+e+hadeed!3m6!1s0x3eb33f3728b1ec87:0x8c149ed863294693!8m2!3d24.9159532!4d67.0889067!15sCiFDbG90aCBIb3VzaW5nIGluIEd1bHNoYW4gZSBoYWRlZWSSAQ9ob3VzaW5nX2NvbXBsZXjgAQA!16s%2Fg%2F11txfc3jx7?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Missing","High Priority: Pitch Web Development & Brand Presence","None","Cloth Housing in Gulshan e hadeed","New","","2026-09-01T17:56:17.347Z"
"1788285272421","Society Cloth House","Local Business","Society Cloth","N/A","0","N/A","None","{""instagram"":"""",""facebook"":"""",""linkedin"":"""",""twitter"":"""",""whatsapp"":""""}","N/A","Not Specified","None","https://www.google.com/maps/place/Society+Cloth+House/@24.8721115,67.0229455,14z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Karachi!3m6!1s0x3eb33f302620a417:0xe0184aea43de6865!8m2!3d24.8721115!4d67.0589944!15sChhDbG90aCBIb3VzaW5nIGluIEthcmFjaGmSAQ5jbG90aGluZ19zdG9yZeABAA!16s%2Fg%2F11tsf9xn52?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Missing","High Priority: Pitch Web Development & Brand Presence","None","Cloth Housing in Karachi","New","","2026-09-01T17:54:32.421Z"
"1788285274490","Sargodha cloth house","Clothing store","Not Listed","4.7","3","N/A","None","{""instagram"":"""",""facebook"":"""",""linkedin"":"""",""twitter"":"""",""whatsapp"":""""}",", Sargodha cloth house, Plot 34 Shahra-e-Faisal, near Umar colony, Darul aman c h s block 7-8 Umar Colony, Karachi, Pakistan","Not Specified","None","https://www.google.com/maps/place/Sargodha+cloth+house/@24.8721115,67.0229455,14z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Karachi!3m6!1s0x3eb33f74195ae99f:0x476c3d386fcce2ce!8m2!3d24.8644732!4d67.0788524!15sChhDbG90aCBIb3VzaW5nIGluIEthcmFjaGmSAQ5jbG90aGluZ19zdG9yZeABAA!16s%2Fg%2F11p0fv02kx?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Missing","High Priority: Pitch Web Development & Brand Presence","None","Cloth Housing in Karachi","New","","2026-09-01T17:54:34.489Z"
"1788285278264","Cloth Centre (Branch 1 - Tariq Road)","Women's clothing store","Cloth Centre","4.4","12","N/A","info@stagheaddesigns.com","{""instagram"":""https://www.instagram.com/clothcentre.official/"",""facebook"":""https://www.facebook.com/clothcentreonline"",""linkedin"":"""",""twitter"":"""",""whatsapp"":""https://wa.me/923378901602""}",", Shop No: 17 & 18C, Tariq Rd, opposite Tariq Center, Block 2 P.E.C.H.S., Karachi, 70400, Pakistan","Not Specified","http://www.clothcentreonline.com/","https://www.google.com/maps/place/Cloth+Centre+(Branch+1+-+Tariq+Road)/@24.8644732,67.0428035,14z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Karachi!3m6!1s0x3eb33f4e77e1c75d:0x45735751955edfc4!8m2!3d24.8728813!4d67.0604515!15sChhDbG90aCBIb3VzaW5nIGluIEthcmFjaGlaGiIYY2xvdGggaG91c2luZyBpbiBrYXJhY2hpkgEVd29tZW5zX2Nsb3RoaW5nX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJxYnpVMmNqSjNSUkFC4AEA-gEECAAQMA!16s%2Fg%2F11p74bvh7v?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Insecure (HTTP)","Pitch SSL Security & Mobile Speed Upgrade","Shopify","Cloth Housing in Karachi","New","","2026-09-01T17:54:38.262Z"
"1788285288135","Sanaulla Store - Tariq Road","Clothing store","Not Listed","4.1","1028","+92 21 34555529","wakeel@znsg.pk","{""instagram"":""https://www.instagram.com/sanaullastore/"",""facebook"":""https://www.facebook.com/sanaullastore"",""linkedin"":""https://www.linkedin.com/company/sanaulla-store"",""twitter"":"""",""whatsapp"":""https://wa.me/+923158337822""}",", 138 D Tariq Rd, Block 2 P.E.C.H.S., Karachi, 75400, Pakistan","Not Specified","http://www.sanaullastore.com/","https://www.google.com/maps/place/Sanaulla+Store+-+Tariq+Road/@24.8728813,67.0244026,14z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Karachi!3m6!1s0x3eb33e8e1ff1c93f:0x437d06b72eb0800a!8m2!3d24.869753!4d67.058314!15sChhDbG90aCBIb3VzaW5nIGluIEthcmFjaGlaGiIYY2xvdGggaG91c2luZyBpbiBrYXJhY2hpkgEOY2xvdGhpbmdfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUm9lQzFxV25KblJSQULgAQD6AQUIgAEQJA!16s%2Fg%2F113jwl3x8?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Insecure (HTTP)","Pitch SSL Security & Mobile Speed Upgrade","Shopify","Cloth Housing in Karachi","New","","2026-09-01T17:54:48.130Z"
"1788285293674","Junoon Garments","Clothing store","Junoon Garments","4.0","311","+92 332 2766339","junoon_garments@yahoo.com","{""instagram"":""https://www.instagram.com/junoon_online/"",""facebook"":""https://www.facebook.com/junoonstorepk"",""linkedin"":"""",""twitter"":"""",""whatsapp"":""""}",", Khatara Dukan,Kurta Gali, Tariq Rd, Block 2 P.E.C.H.S., Karachi, Pakistan","Not Specified","http://junoononline.com/","https://www.google.com/maps/place/Junoon+Garments/@24.8728813,67.0244026,14z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Karachi!3m6!1s0x3eb33e9189a8458d:0x914af51970aaccb8!8m2!3d24.8713178!4d67.0604054!15sChhDbG90aCBIb3VzaW5nIGluIEthcmFjaGlaGiIYY2xvdGggaG91c2luZyBpbiBrYXJhY2hpkgEOY2xvdGhpbmdfc3RvcmWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUlNhRTVYUXkxUlJSQULgAQD6AQQIABA8!16s%2Fg%2F11cs1fd0lw?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Insecure (HTTP)","Pitch SSL Security & Mobile Speed Upgrade","Shopify","Cloth Housing in Karachi","New","","2026-09-01T17:54:53.668Z"
"1788285296248","Wear Zone|Best Men's clothing Store|Best Men's suits in Karachi| Best Groom sherwani in Karachi","Men's clothing store","Wear Zone","4.9","80","+92 335 8193113","None","{""instagram"":""https://www.instagram.com/wearzone.official/"",""facebook"":""https://www.facebook.com/wearzone1/"",""linkedin"":"""",""twitter"":"""",""whatsapp"":""https://wa.me/923358193113?text=Hi%20Wear%20Zone!%20I%20want%20to%20order""}",", Shop #132 Ist floor, Dolmen Center، Tariq Rd, Block 2 P.E.C.H.S., Karachi, 70050, Pakistan","Not Specified","https://wearzones.com/","https://www.google.com/maps/place/Wear+Zone%7CBest+Men's+clothing+Store%7CBest+Men's+suits+in+Karachi%7C+Best+Groom+sherwani+in+Karachi/@24.8728813,67.0244026,14z/data=!4m10!1m2!2m1!1sCloth+Housing+in+Karachi!3m6!1s0x3eb33fe55631446d:0x3f3fb5b041e78a15!8m2!3d24.8736318!4d67.0614458!15sChhDbG90aCBIb3VzaW5nIGluIEthcmFjaGlaGiIYY2xvdGggaG91c2luZyBpbiBrYXJhY2hpkgETbWVuc19jbG90aGluZ19zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSd09UWnFRV3gzUlJBQuABAPoBBAgAEEo!16s%2Fg%2F11rx30c3l_?entry=ttu&g_ep=EgoyMDI2MDgzMC4wIKXMDSoASAFQAw%3D%3D","Modern/Active","Pitch WhatsApp CRM & AI Chatbot Automation","Shopify","Cloth Housing in Karachi","New","","2026-09-01T17:54:56.241Z"
